point,x,y,z,timestamp
0,0.4934422969818115,0.7101354598999023,-0.062282923609018326,1732069760975146364
1,0.49650317430496216,0.6176145672798157,-0.1302720308303833,1732069760975803046
2,0.49667808413505554,0.6461958885192871,-0.06394261866807938,1732069760975845660
3,0.47405558824539185,0.5340399146080017,-0.10335248708724976,1732069760975878995
4,0.4962579309940338,0.5923141241073608,-0.14099960029125214,1732069760975910687
5,0.4960406422615051,0.5587875843048096,-0.13352999091148376,1732069760975941477
6,0.4965835213661194,0.4740482568740845,-0.0734417513012886,1732069760975971085
7,0.3142567276954651,0.457821249961853,0.025937408208847046,1732069760976000262
8,0.49657270312309265,0.3992941379547119,-0.06156613677740097,1732069760976029018
9,0.4970250725746155,0.36207854747772217,-0.06951199471950531,1732069760976058115
10,0.49674421548843384,0.22890150547027588,-0.05539817363023758,1732069760976086861
11,0.4932846426963806,0.7216088175773621,-0.05766170471906662,1732069760976116699
12,0.49327051639556885,0.7337053418159485,-0.04798261821269989,1732069760976146878
13,0.4926431477069855,0.7432476878166199,-0.03265184164047241,1732069760976176305
14,0.49423566460609436,0.7445448637008667,-0.03519139811396599,1732069760976206304
15,0.49372702836990356,0.7577589154243469,-0.03474876657128334,1732069760976235471
16,0.4941909611225128,0.7736685276031494,-0.03885110840201378,1732069760976264518
17,0.4942247271537781,0.7902244925498962,-0.034634217619895935,1732069760976293464
18,0.499458372592926,0.8055781126022339,-0.009168073534965515,1732069760976321860
19,0.4968115985393524,0.6321725845336914,-0.11624792963266373,1732069760976350706
20,0.4754917025566101,0.6341726779937744,-0.08108754456043243,1732069760976379482
21,0.20953720808029175,0.3355106711387634,0.13483446836471558,1732069760976408188
22,0.38775843381881714,0.4817875325679779,-0.0004222023708280176,1732069760976436754
23,0.3619946241378784,0.48427343368530273,0.0023584167938679457,1732069760976466041
24,0.33615562319755554,0.483649879693985,0.009869534522294998,1732069760976495218
25,0.302273690700531,0.4666236639022827,0.030734769999980927,1732069760976525267
26,0.4094308316707611,0.4774646759033203,0.0023263662587851286,1732069760976560265
27,0.3405238389968872,0.39416974782943726,-0.011879836209118366,1732069760976590945
28,0.3747864365577698,0.3992058038711548,-0.013065214268863201,1732069760976620503
29,0.3108774423599243,0.3999762535095215,-0.003046066500246525,1732069760976649089
30,0.29292428493499756,0.41267162561416626,0.007527411449700594,1732069760976677625
31,0.281449556350708,0.48214611411094666,0.04485749453306198,1732069760976706120
32,0.4051452577114105,0.8346155285835266,0.027987392619252205,1732069760976744646
33,0.3039901852607727,0.4481712579727173,0.03362271934747696,1732069760976779434
34,0.2083107829093933,0.45368027687072754,0.15576711297035217,1732069760976808250
35,0.2496192902326584,0.4582710266113281,0.06879115104675293,1732069760976836605
36,0.37001967430114746,0.596740186214447,-0.012523717246949673,1732069760976864981
37,0.4627092182636261,0.704071044921875,-0.05840418487787247,1732069760976893647
38,0.46557581424713135,0.7339314222335815,-0.043734487146139145,1732069760976921822
39,0.43284881114959717,0.7153783440589905,-0.04243410751223564,1732069760976950307
40,0.4135569632053375,0.7271064519882202,-0.02424301765859127,1732069760976978723
41,0.4424128830432892,0.7359107732772827,-0.03409615531563759,1732069760977007188
42,0.42436477541923523,0.7395812273025513,-0.017797408625483513,1732069760977035614
43,0.3833152651786804,0.7625903487205505,0.017891524359583855,1732069760977064540
44,0.47702932357788086,0.6175466775894165,-0.12821397185325623,1732069760977093116
45,0.4725319743156433,0.5927652716636658,-0.13744637370109558,1732069760977121171
46,0.2595112919807434,0.3906714916229248,0.012902363203465939,1732069760977149326
47,0.4213244915008545,0.5289216041564941,-0.02289542555809021,1732069760977177762
48,0.4233555793762207,0.6161341071128845,-0.06477349996566772,1732069760977206117
49,0.420458048582077,0.6027624011039734,-0.05832972750067711,1732069760977247037
50,0.29503583908081055,0.5907050371170044,0.02013862505555153,1732069760977276565
51,0.47300153970718384,0.561327338218689,-0.1245633065700531,1732069760977305722
52,0.32000529766082764,0.3627851605415344,-0.03200698643922806,1732069760977333887
53,0.28389328718185425,0.37188810110092163,-0.011300444602966309,1732069760977361921
54,0.2342270016670227,0.29235273599624634,0.08085919171571732,1732069760977390076
55,0.43808814883232117,0.391368567943573,-0.0534181147813797,1732069760977418402
56,0.40350833535194397,0.41563454270362854,-0.005661790259182453,1732069760977446867
57,0.36536505818367004,0.7401683330535889,0.023530764505267143,1732069760977475563
58,0.24093693494796753,0.7078150510787964,0.24685031175613403,1732069760977504590
59,0.44274255633354187,0.6302769184112549,-0.055273834615945816,1732069760977532875
60,0.4604712426662445,0.6371080279350281,-0.05654657259583473,1732069760977561511
61,0.3913094401359558,0.7474693059921265,0.01811755634844303,1732069760977589596
62,0.3968052268028259,0.7464380264282227,0.009914297610521317,1732069760977617961
63,0.26984792947769165,0.3528687059879303,-0.0015264939283952117,1732069760977646036
64,0.4232006371021271,0.6291803121566772,-0.04995857924222946,1732069760977674782
65,0.3704623579978943,0.3674180507659912,-0.04700988531112671,1732069760977702697
66,0.3649533987045288,0.34341496229171753,-0.05403052642941475,1732069760977738787
67,0.3404601812362671,0.23790812492370605,-0.021668359637260437,1732069760977772944
68,0.2513669729232788,0.32155823707580566,0.0328311063349247,1732069760977802061
69,0.3548823595046997,0.28926166892051697,-0.04008695110678673,1732069760977830386
70,0.24425064027309418,0.3766869306564331,0.03118947707116604,1732069760977858752
71,0.22544321417808533,0.35689276456832886,0.08031405508518219,1732069760977886937
72,0.46334725618362427,0.7196173667907715,-0.05420785769820213,1732069760977915362
73,0.43785321712493896,0.7261112928390503,-0.039578165858983994,1732069760977944008
74,0.4190927743911743,0.7328859567642212,-0.023244839161634445,1732069760977972564
75,0.44837746024131775,0.6357771158218384,-0.049022380262613297,1732069760978001100
76,0.3941763639450073,0.7471538186073303,0.013615509495139122,1732069760978029475
77,0.40481293201446533,0.7524951100349426,-0.0018329548183828592,1732069760978057750
78,0.3999517560005188,0.7465487122535706,0.009153906255960464,1732069760978091076
79,0.452655166387558,0.6182384490966797,-0.09061897546052933,1732069760978121114
80,0.42827245593070984,0.7436982989311218,-0.011832457035779953,1732069760978149189
81,0.44655075669288635,0.7425307035446167,-0.021386872977018356,1732069760978177254
82,0.4679376780986786,0.7428651452064514,-0.029524995014071465,1732069760978205249
83,0.4644019603729248,0.8039443492889404,-0.0077758184634149075,1732069760978233454
84,0.4614717960357666,0.7886389493942261,-0.03272212669253349,1732069760978261989
85,0.4627531170845032,0.7720156908035278,-0.03656230866909027,1732069760978290184
86,0.46484047174453735,0.7565065622329712,-0.03180724382400513,1732069760978318259
87,0.46885591745376587,0.7436195611953735,-0.031890735030174255,1732069760978346394
88,0.4284362494945526,0.7454115748405457,-0.013613887131214142,1732069760978374750
89,0.42269328236579895,0.7509446740150452,-0.015538224950432777,1732069760978402935
90,0.4173436164855957,0.7586012482643127,-0.018465377390384674,1732069760978431270
91,0.4132176637649536,0.7675246000289917,-0.01346413791179657,1732069760978459134
92,0.3942728638648987,0.6952723264694214,-0.018107622861862183,1732069760978487570
93,0.21087756752967834,0.5664357542991638,0.27128204703330994,1732069760978515565
94,0.4967474043369293,0.6401486396789551,-0.08227282762527466,1732069760978544311
95,0.41502952575683594,0.7465413808822632,-0.0012902916641905904,1732069760978572786
96,0.40967291593551636,0.7500139474868774,-0.0024441068526357412,1732069760978601893
