landmark,name,landmark_coords,segmentation
0,Cupids Bow,"[0.492109375, 0.716357421875]","[[0.5344140625, 0.70025390625, 0.53802734375, 0.7009375, 0.5402734375, 0.7025, 0.54037109375, 0.705234375, 0.54046875, 0.70865234375, 0.53822265625, 0.7108984375, 0.53607421875, 0.71060546875, 0.5308984375, 0.7103125, 0.52611328125, 0.71021484375, 0.5203515625, 0.71041015625, 0.515078125, 0.71197265625, 0.51126953125, 0.71412109375, 0.5070703125, 0.715, 0.50453125, 0.7144140625, 0.5027734375, 0.71412109375, 0.50111328125, 0.7120703125, 0.50208984375, 0.70796875, 0.50423828125, 0.7050390625, 0.5115625, 0.70162109375, 0.5203515625, 0.6987890625, 0.52455078125, 0.6991796875, 0.52796875, 0.699375, 0.5308984375, 0.7], [0.4638671875, 0.70025390625, 0.46025390625, 0.7009375, 0.4580078125, 0.7025, 0.45791015625, 0.705234375, 0.4578125, 0.70865234375, 0.46005859375, 0.7108984375, 0.46220703125, 0.71060546875, 0.4673828125, 0.7103125, 0.47216796875, 0.71021484375, 0.4779296875, 0.71041015625, 0.483203125, 0.71197265625, 0.48701171875, 0.71412109375, 0.4912109375, 0.715, 0.49375, 0.7144140625, 0.4955078125, 0.71412109375, 0.49716796875, 0.7120703125, 0.49619140625, 0.70796875, 0.49404296875, 0.7050390625, 0.48671875, 0.70162109375, 0.4779296875, 0.6987890625, 0.47373046875, 0.6991796875, 0.4703125, 0.699375, 0.4673828125, 0.7]]"
27,Orbital Oculi,"[0.340966796875, 0.405107421875]","[[0.36814453125, 0.34599609375, 0.348828125, 0.33935546875, 0.3283203125, 0.338154296875, 0.313232421875, 0.338154296875, 0.29814453125, 0.342373046875, 0.283662109375, 0.349619140625, 0.272802734375, 0.3574609375, 0.2649609375, 0.36892578125, 0.25771484375, 0.38521484375, 0.25228515625, 0.400908203125, 0.25107421875, 0.418408203125, 0.249267578125, 0.432890625, 0.249873046875, 0.447978515625, 0.2516796875, 0.46125, 0.254697265625, 0.475126953125, 0.25849609375, 0.49013671875, 0.26435546875, 0.5033203125, 0.27099609375, 0.5125390625, 0.278232421875, 0.520986328125, 0.28623046875, 0.528515625, 0.29875, 0.53546875, 0.309609375, 0.539697265625, 0.319267578125, 0.542109375, 0.336162109375, 0.543916015625, 0.346416015625, 0.543916015625, 0.358486328125, 0.543310546875, 0.371162109375, 0.538486328125, 0.38505859375, 0.53310546875, 0.398916015625, 0.52400390625, 0.411591796875, 0.515556640625, 0.41943359375, 0.508916015625, 0.42607421875, 0.50107421875, 0.432109375, 0.49142578125, 0.43693359375, 0.4841796875, 0.44236328125, 0.474521484375, 0.4483984375, 0.459443359375, 0.449599609375, 0.4491796875, 0.4471875, 0.44375, 0.439345703125, 0.446767578125, 0.43572265625, 0.45521484375, 0.426669921875, 0.463662109375, 0.417021484375, 0.47392578125, 0.398310546875, 0.481767578125, 0.38564453125, 0.486591796875, 0.37296875, 0.4908203125, 0.359697265625, 0.4908203125, 0.342802734375, 0.49142578125, 0.327109375, 0.487197265625, 0.312626953125, 0.48296875, 0.30296875, 0.47814453125, 0.294521484375, 0.472109375, 0.285478515625, 0.4624609375, 0.28185546875, 0.4558203125, 0.278837890625, 0.44978515625, 0.278837890625, 0.43953125, 0.2824609375, 0.423837890625, 0.29208984375, 0.4111328125, 0.305390625, 0.399697265625, 0.32228515625, 0.39306640625, 0.336767578125, 0.389443359375, 0.351845703125, 0.388232421875, 0.365732421875, 0.389443359375, 0.380810546875, 0.394267578125, 0.3958984375, 0.399697265625, 0.4067578125, 0.40875, 0.416416015625, 0.417197265625, 0.42607421875, 0.42685546875, 0.433916015625, 0.435302734375, 0.438134765625, 0.44375, 0.445380859375, 0.441943359375, 0.44779296875, 0.435908203125, 0.44779296875, 0.42685546875, 0.446591796875, 0.4166015625, 0.4417578125, 0.407548828125, 0.434521484375, 0.394873046875, 0.42546875, 0.38642578125, 0.41279296875, 0.37375, 0.4025390625, 0.36228515625, 0.392275390625, 0.356259765625, 0.381416015625, 0.3508203125], [0.63013671875, 0.34599609375, 0.649453125, 0.33935546875, 0.6699609375, 0.338154296875, 0.685048828125, 0.338154296875, 0.70013671875, 0.342373046875, 0.714619140625, 0.349619140625, 0.725478515625, 0.3574609375, 0.7333203125000001, 0.36892578125, 0.74056640625, 0.38521484375, 0.7459960937500001, 0.400908203125, 0.74720703125, 0.418408203125, 0.749013671875, 0.432890625, 0.748408203125, 0.447978515625, 0.7466015625, 0.46125, 0.7435839843750001, 0.475126953125, 0.73978515625, 0.49013671875, 0.73392578125, 0.5033203125, 0.72728515625, 0.5125390625, 0.7200488281249999, 0.520986328125, 0.71205078125, 0.528515625, 0.6995312499999999, 0.53546875, 0.688671875, 0.539697265625, 0.679013671875, 0.542109375, 0.662119140625, 0.543916015625, 0.651865234375, 0.543916015625, 0.6397949218750001, 0.543310546875, 0.6271191406250001, 0.538486328125, 0.61322265625, 0.53310546875, 0.599365234375, 0.52400390625, 0.586689453125, 0.515556640625, 0.57884765625, 0.508916015625, 0.57220703125, 0.50107421875, 0.566171875, 0.49142578125, 0.5613476562499999, 0.4841796875, 0.55591796875, 0.474521484375, 0.5498828124999999, 0.459443359375, 0.548681640625, 0.4491796875, 0.5510937499999999, 0.44375, 0.558935546875, 0.446767578125, 0.56255859375, 0.45521484375, 0.5716113281249999, 0.463662109375, 0.581259765625, 0.47392578125, 0.599970703125, 0.481767578125, 0.61263671875, 0.486591796875, 0.6253124999999999, 0.4908203125, 0.6385839843750001, 0.4908203125, 0.655478515625, 0.49142578125, 0.671171875, 0.487197265625, 0.685654296875, 0.48296875, 0.6953125, 0.47814453125, 0.7037597656250001, 0.472109375, 0.7128027343750001, 0.4624609375, 0.71642578125, 0.4558203125, 0.719443359375, 0.44978515625, 0.719443359375, 0.43953125, 0.7158203125, 0.423837890625, 0.70619140625, 0.4111328125, 0.692890625, 0.399697265625, 0.67599609375, 0.39306640625, 0.661513671875, 0.389443359375, 0.646435546875, 0.388232421875, 0.632548828125, 0.389443359375, 0.617470703125, 0.394267578125, 0.6023828125, 0.399697265625, 0.5915234375, 0.40875, 0.5818652343749999, 0.417197265625, 0.57220703125, 0.42685546875, 0.5643652343750001, 0.435302734375, 0.560146484375, 0.44375, 0.5529003906250001, 0.441943359375, 0.55048828125, 0.435908203125, 0.55048828125, 0.42685546875, 0.5516894531250001, 0.4166015625, 0.5565234375, 0.407548828125, 0.563759765625, 0.394873046875, 0.5728125, 0.38642578125, 0.58548828125, 0.37375, 0.5957421875, 0.36228515625, 0.606005859375, 0.356259765625, 0.6168652343750001, 0.3508203125]]"
28,Orbiculi Pelperbal,"[0.375537109375, 0.408037109375]","[[0.562294921875, 0.444130859375, 0.56375, 0.436572265625, 0.5675292968750001, 0.4319140625, 0.575966796875, 0.4234765625, 0.587900390625, 0.412705078125, 0.596630859375, 0.404853515625, 0.603037109375, 0.39931640625, 0.61234375, 0.394951171875, 0.620498046875, 0.39205078125, 0.637958984375, 0.387685546875, 0.6510449218750001, 0.38796875, 0.66705078125, 0.389140625, 0.677822265625, 0.392919921875, 0.6868457031249999, 0.39669921875, 0.695283203125, 0.401064453125, 0.706630859375, 0.410380859375, 0.712744140625, 0.416201171875, 0.718271484375, 0.4255078125, 0.7203125, 0.430751953125, 0.720595703125, 0.438896484375, 0.721181640625, 0.445009765625, 0.718564453125, 0.453740234375, 0.7156542968749999, 0.459267578125, 0.7112890625, 0.465087890625, 0.706337890625, 0.470615234375, 0.7016796875, 0.4752734375, 0.695576171875, 0.48021484375, 0.6880078125, 0.4837109375, 0.681025390625, 0.486328125, 0.6722949218750001, 0.4889453125, 0.665888671875, 0.490400390625, 0.65658203125, 0.492734375, 0.648134765625, 0.4921484375, 0.64203125, 0.4921484375, 0.633876953125, 0.492734375, 0.628056640625, 0.491279296875, 0.6216601562499999, 0.490400390625, 0.617294921875, 0.488662109375, 0.6103125, 0.4869140625, 0.605654296875, 0.4837109375, 0.599833984375, 0.48138671875, 0.594599609375, 0.479345703125, 0.587900390625, 0.477021484375, 0.5826660156250001, 0.474111328125, 0.576845703125, 0.471201171875, 0.573056640625, 0.46625, 0.56869140625, 0.461015625, 0.5646191406250001, 0.456650390625, 0.562001953125, 0.452578125, 0.561708984375, 0.448212890625, 0.5643359375, 0.446171875, 0.568408203125, 0.44646484375, 0.570439453125, 0.450830078125, 0.5727734375, 0.45751953125, 0.578876953125, 0.46013671875, 0.5873242187500001, 0.46072265625, 0.5960546875, 0.462470703125, 0.60361328125, 0.463046875, 0.6129296875, 0.465380859375, 0.621953125, 0.46654296875, 0.631845703125, 0.46654296875, 0.639990234375, 0.46712890625, 0.649306640625, 0.4668359375, 0.6574609375, 0.46357421875, 0.66705078125, 0.462177734375, 0.675498046875, 0.4604296875, 0.68421875, 0.456650390625, 0.6888769531250001, 0.453154296875, 0.69673828125, 0.447626953125, 0.69091796875, 0.44296875, 0.6848046875, 0.437734375, 0.680439453125, 0.433662109375, 0.6737500000000001, 0.429296875, 0.66705078125, 0.42609375, 0.65919921875, 0.42376953125, 0.6525000000000001, 0.421142578125, 0.645224609375, 0.421142578125, 0.637080078125, 0.4202734375, 0.6292285156249999, 0.4202734375, 0.6231152343749999, 0.422314453125, 0.617294921875, 0.424931640625, 0.610888671875, 0.42841796875, 0.605947265625, 0.431328125, 0.6012890625, 0.435693359375, 0.597216796875, 0.44005859375, 0.592265625, 0.4435546875, 0.5873242187500001, 0.4467578125, 0.5832421875, 0.450244140625, 0.5826660156250001, 0.45140625, 0.5783007812500001, 0.456357421875, 0.5748046875, 0.4583984375, 0.5727734375, 0.454033203125, 0.56986328125, 0.447626953125], [0.435986328125, 0.444130859375, 0.43453125, 0.436572265625, 0.430751953125, 0.4319140625, 0.422314453125, 0.4234765625, 0.410380859375, 0.412705078125, 0.401650390625, 0.404853515625, 0.395244140625, 0.39931640625, 0.3859375, 0.394951171875, 0.377783203125, 0.39205078125, 0.360322265625, 0.387685546875, 0.347236328125, 0.38796875, 0.33123046875, 0.389140625, 0.320458984375, 0.392919921875, 0.311435546875, 0.39669921875, 0.302998046875, 0.401064453125, 0.291650390625, 0.410380859375, 0.285537109375, 0.416201171875, 0.280009765625, 0.4255078125, 0.27796875, 0.430751953125, 0.277685546875, 0.438896484375, 0.277099609375, 0.445009765625, 0.279716796875, 0.453740234375, 0.282626953125, 0.459267578125, 0.2869921875, 0.465087890625, 0.291943359375, 0.470615234375, 0.2966015625, 0.4752734375, 0.302705078125, 0.48021484375, 0.3102734375, 0.4837109375, 0.317255859375, 0.486328125, 0.325986328125, 0.4889453125, 0.332392578125, 0.490400390625, 0.34169921875, 0.492734375, 0.350146484375, 0.4921484375, 0.35625, 0.4921484375, 0.364404296875, 0.492734375, 0.370224609375, 0.491279296875, 0.37662109375, 0.490400390625, 0.380986328125, 0.488662109375, 0.38796875, 0.4869140625, 0.392626953125, 0.4837109375, 0.398447265625, 0.48138671875, 0.403681640625, 0.479345703125, 0.410380859375, 0.477021484375, 0.415615234375, 0.474111328125, 0.421435546875, 0.471201171875, 0.425224609375, 0.46625, 0.42958984375, 0.461015625, 0.433662109375, 0.456650390625, 0.436279296875, 0.452578125, 0.436572265625, 0.448212890625, 0.4339453125, 0.446171875, 0.429873046875, 0.44646484375, 0.427841796875, 0.450830078125, 0.4255078125, 0.45751953125, 0.419404296875, 0.46013671875, 0.41095703125, 0.46072265625, 0.4022265625, 0.462470703125, 0.39466796875, 0.463046875, 0.3853515625, 0.465380859375, 0.376328125, 0.46654296875, 0.366435546875, 0.46654296875, 0.358291015625, 0.46712890625, 0.348974609375, 0.4668359375, 0.3408203125, 0.46357421875, 0.33123046875, 0.462177734375, 0.322783203125, 0.4604296875, 0.3140625, 0.456650390625, 0.309404296875, 0.453154296875, 0.30154296875, 0.447626953125, 0.30736328125, 0.44296875, 0.3134765625, 0.437734375, 0.317841796875, 0.433662109375, 0.32453125, 0.429296875, 0.33123046875, 0.42609375, 0.33908203125, 0.42376953125, 0.34578125, 0.421142578125, 0.353056640625, 0.421142578125, 0.361201171875, 0.4202734375, 0.369052734375, 0.4202734375, 0.375166015625, 0.422314453125, 0.380986328125, 0.424931640625, 0.387392578125, 0.42841796875, 0.392333984375, 0.431328125, 0.3969921875, 0.435693359375, 0.401064453125, 0.44005859375, 0.406015625, 0.4435546875, 0.41095703125, 0.4467578125, 0.4150390625, 0.450244140625, 0.415615234375, 0.45140625, 0.41998046875, 0.456357421875, 0.4234765625, 0.4583984375, 0.4255078125, 0.454033203125, 0.42841796875, 0.447626953125]]"
33,Orbiculi Pelperbal,"[0.303828125, 0.44912109375]","[[0.562294921875, 0.444130859375, 0.56375, 0.436572265625, 0.5675292968750001, 0.4319140625, 0.575966796875, 0.4234765625, 0.587900390625, 0.412705078125, 0.596630859375, 0.404853515625, 0.603037109375, 0.39931640625, 0.61234375, 0.394951171875, 0.620498046875, 0.39205078125, 0.637958984375, 0.387685546875, 0.6510449218750001, 0.38796875, 0.66705078125, 0.389140625, 0.677822265625, 0.392919921875, 0.6868457031249999, 0.39669921875, 0.695283203125, 0.401064453125, 0.706630859375, 0.410380859375, 0.712744140625, 0.416201171875, 0.718271484375, 0.4255078125, 0.7203125, 0.430751953125, 0.720595703125, 0.438896484375, 0.721181640625, 0.445009765625, 0.718564453125, 0.453740234375, 0.7156542968749999, 0.459267578125, 0.7112890625, 0.465087890625, 0.706337890625, 0.470615234375, 0.7016796875, 0.4752734375, 0.695576171875, 0.48021484375, 0.6880078125, 0.4837109375, 0.681025390625, 0.486328125, 0.6722949218750001, 0.4889453125, 0.665888671875, 0.490400390625, 0.65658203125, 0.492734375, 0.648134765625, 0.4921484375, 0.64203125, 0.4921484375, 0.633876953125, 0.492734375, 0.628056640625, 0.491279296875, 0.6216601562499999, 0.490400390625, 0.617294921875, 0.488662109375, 0.6103125, 0.4869140625, 0.605654296875, 0.4837109375, 0.599833984375, 0.48138671875, 0.594599609375, 0.479345703125, 0.587900390625, 0.477021484375, 0.5826660156250001, 0.474111328125, 0.576845703125, 0.471201171875, 0.573056640625, 0.46625, 0.56869140625, 0.461015625, 0.5646191406250001, 0.456650390625, 0.562001953125, 0.452578125, 0.561708984375, 0.448212890625, 0.5643359375, 0.446171875, 0.568408203125, 0.44646484375, 0.570439453125, 0.450830078125, 0.5727734375, 0.45751953125, 0.578876953125, 0.46013671875, 0.5873242187500001, 0.46072265625, 0.5960546875, 0.462470703125, 0.60361328125, 0.463046875, 0.6129296875, 0.465380859375, 0.621953125, 0.46654296875, 0.631845703125, 0.46654296875, 0.639990234375, 0.46712890625, 0.649306640625, 0.4668359375, 0.6574609375, 0.46357421875, 0.66705078125, 0.462177734375, 0.675498046875, 0.4604296875, 0.68421875, 0.456650390625, 0.6888769531250001, 0.453154296875, 0.69673828125, 0.447626953125, 0.69091796875, 0.44296875, 0.6848046875, 0.437734375, 0.680439453125, 0.433662109375, 0.6737500000000001, 0.429296875, 0.66705078125, 0.42609375, 0.65919921875, 0.42376953125, 0.6525000000000001, 0.421142578125, 0.645224609375, 0.421142578125, 0.637080078125, 0.4202734375, 0.6292285156249999, 0.4202734375, 0.6231152343749999, 0.422314453125, 0.617294921875, 0.424931640625, 0.610888671875, 0.42841796875, 0.605947265625, 0.431328125, 0.6012890625, 0.435693359375, 0.597216796875, 0.44005859375, 0.592265625, 0.4435546875, 0.5873242187500001, 0.4467578125, 0.5832421875, 0.450244140625, 0.5826660156250001, 0.45140625, 0.5783007812500001, 0.456357421875, 0.5748046875, 0.4583984375, 0.5727734375, 0.454033203125, 0.56986328125, 0.447626953125], [0.435986328125, 0.444130859375, 0.43453125, 0.436572265625, 0.430751953125, 0.4319140625, 0.422314453125, 0.4234765625, 0.410380859375, 0.412705078125, 0.401650390625, 0.404853515625, 0.395244140625, 0.39931640625, 0.3859375, 0.394951171875, 0.377783203125, 0.39205078125, 0.360322265625, 0.387685546875, 0.347236328125, 0.38796875, 0.33123046875, 0.389140625, 0.320458984375, 0.392919921875, 0.311435546875, 0.39669921875, 0.302998046875, 0.401064453125, 0.291650390625, 0.410380859375, 0.285537109375, 0.416201171875, 0.280009765625, 0.4255078125, 0.27796875, 0.430751953125, 0.277685546875, 0.438896484375, 0.277099609375, 0.445009765625, 0.279716796875, 0.453740234375, 0.282626953125, 0.459267578125, 0.2869921875, 0.465087890625, 0.291943359375, 0.470615234375, 0.2966015625, 0.4752734375, 0.302705078125, 0.48021484375, 0.3102734375, 0.4837109375, 0.317255859375, 0.486328125, 0.325986328125, 0.4889453125, 0.332392578125, 0.490400390625, 0.34169921875, 0.492734375, 0.350146484375, 0.4921484375, 0.35625, 0.4921484375, 0.364404296875, 0.492734375, 0.370224609375, 0.491279296875, 0.37662109375, 0.490400390625, 0.380986328125, 0.488662109375, 0.38796875, 0.4869140625, 0.392626953125, 0.4837109375, 0.398447265625, 0.48138671875, 0.403681640625, 0.479345703125, 0.410380859375, 0.477021484375, 0.415615234375, 0.474111328125, 0.421435546875, 0.471201171875, 0.425224609375, 0.46625, 0.42958984375, 0.461015625, 0.433662109375, 0.456650390625, 0.436279296875, 0.452578125, 0.436572265625, 0.448212890625, 0.4339453125, 0.446171875, 0.429873046875, 0.44646484375, 0.427841796875, 0.450830078125, 0.4255078125, 0.45751953125, 0.419404296875, 0.46013671875, 0.41095703125, 0.46072265625, 0.4022265625, 0.462470703125, 0.39466796875, 0.463046875, 0.3853515625, 0.465380859375, 0.376328125, 0.46654296875, 0.366435546875, 0.46654296875, 0.358291015625, 0.46712890625, 0.348974609375, 0.4668359375, 0.3408203125, 0.46357421875, 0.33123046875, 0.462177734375, 0.322783203125, 0.4604296875, 0.3140625, 0.456650390625, 0.309404296875, 0.453154296875, 0.30154296875, 0.447626953125, 0.30736328125, 0.44296875, 0.3134765625, 0.437734375, 0.317841796875, 0.433662109375, 0.32453125, 0.429296875, 0.33123046875, 0.42609375, 0.33908203125, 0.42376953125, 0.34578125, 0.421142578125, 0.353056640625, 0.421142578125, 0.361201171875, 0.4202734375, 0.369052734375, 0.4202734375, 0.375166015625, 0.422314453125, 0.380986328125, 0.424931640625, 0.387392578125, 0.42841796875, 0.392333984375, 0.431328125, 0.3969921875, 0.435693359375, 0.401064453125, 0.44005859375, 0.406015625, 0.4435546875, 0.41095703125, 0.4467578125, 0.4150390625, 0.450244140625, 0.415615234375, 0.45140625, 0.41998046875, 0.456357421875, 0.4234765625, 0.4583984375, 0.4255078125, 0.454033203125, 0.42841796875, 0.447626953125]]"
31,Orbiculi Pelperbal,"[0.2844921875, 0.48525390625]","[[0.562294921875, 0.444130859375, 0.56375, 0.436572265625, 0.5675292968750001, 0.4319140625, 0.575966796875, 0.4234765625, 0.587900390625, 0.412705078125, 0.596630859375, 0.404853515625, 0.603037109375, 0.39931640625, 0.61234375, 0.394951171875, 0.620498046875, 0.39205078125, 0.637958984375, 0.387685546875, 0.6510449218750001, 0.38796875, 0.66705078125, 0.389140625, 0.677822265625, 0.392919921875, 0.6868457031249999, 0.39669921875, 0.695283203125, 0.401064453125, 0.706630859375, 0.410380859375, 0.712744140625, 0.416201171875, 0.718271484375, 0.4255078125, 0.7203125, 0.430751953125, 0.720595703125, 0.438896484375, 0.721181640625, 0.445009765625, 0.718564453125, 0.453740234375, 0.7156542968749999, 0.459267578125, 0.7112890625, 0.465087890625, 0.706337890625, 0.470615234375, 0.7016796875, 0.4752734375, 0.695576171875, 0.48021484375, 0.6880078125, 0.4837109375, 0.681025390625, 0.486328125, 0.6722949218750001, 0.4889453125, 0.665888671875, 0.490400390625, 0.65658203125, 0.492734375, 0.648134765625, 0.4921484375, 0.64203125, 0.4921484375, 0.633876953125, 0.492734375, 0.628056640625, 0.491279296875, 0.6216601562499999, 0.490400390625, 0.617294921875, 0.488662109375, 0.6103125, 0.4869140625, 0.605654296875, 0.4837109375, 0.599833984375, 0.48138671875, 0.594599609375, 0.479345703125, 0.587900390625, 0.477021484375, 0.5826660156250001, 0.474111328125, 0.576845703125, 0.471201171875, 0.573056640625, 0.46625, 0.56869140625, 0.461015625, 0.5646191406250001, 0.456650390625, 0.562001953125, 0.452578125, 0.561708984375, 0.448212890625, 0.5643359375, 0.446171875, 0.568408203125, 0.44646484375, 0.570439453125, 0.450830078125, 0.5727734375, 0.45751953125, 0.578876953125, 0.46013671875, 0.5873242187500001, 0.46072265625, 0.5960546875, 0.462470703125, 0.60361328125, 0.463046875, 0.6129296875, 0.465380859375, 0.621953125, 0.46654296875, 0.631845703125, 0.46654296875, 0.639990234375, 0.46712890625, 0.649306640625, 0.4668359375, 0.6574609375, 0.46357421875, 0.66705078125, 0.462177734375, 0.675498046875, 0.4604296875, 0.68421875, 0.456650390625, 0.6888769531250001, 0.453154296875, 0.69673828125, 0.447626953125, 0.69091796875, 0.44296875, 0.6848046875, 0.437734375, 0.680439453125, 0.433662109375, 0.6737500000000001, 0.429296875, 0.66705078125, 0.42609375, 0.65919921875, 0.42376953125, 0.6525000000000001, 0.421142578125, 0.645224609375, 0.421142578125, 0.637080078125, 0.4202734375, 0.6292285156249999, 0.4202734375, 0.6231152343749999, 0.422314453125, 0.617294921875, 0.424931640625, 0.610888671875, 0.42841796875, 0.605947265625, 0.431328125, 0.6012890625, 0.435693359375, 0.597216796875, 0.44005859375, 0.592265625, 0.4435546875, 0.5873242187500001, 0.4467578125, 0.5832421875, 0.450244140625, 0.5826660156250001, 0.45140625, 0.5783007812500001, 0.456357421875, 0.5748046875, 0.4583984375, 0.5727734375, 0.454033203125, 0.56986328125, 0.447626953125], [0.435986328125, 0.444130859375, 0.43453125, 0.436572265625, 0.430751953125, 0.4319140625, 0.422314453125, 0.4234765625, 0.410380859375, 0.412705078125, 0.401650390625, 0.404853515625, 0.395244140625, 0.39931640625, 0.3859375, 0.394951171875, 0.377783203125, 0.39205078125, 0.360322265625, 0.387685546875, 0.347236328125, 0.38796875, 0.33123046875, 0.389140625, 0.320458984375, 0.392919921875, 0.311435546875, 0.39669921875, 0.302998046875, 0.401064453125, 0.291650390625, 0.410380859375, 0.285537109375, 0.416201171875, 0.280009765625, 0.4255078125, 0.27796875, 0.430751953125, 0.277685546875, 0.438896484375, 0.277099609375, 0.445009765625, 0.279716796875, 0.453740234375, 0.282626953125, 0.459267578125, 0.2869921875, 0.465087890625, 0.291943359375, 0.470615234375, 0.2966015625, 0.4752734375, 0.302705078125, 0.48021484375, 0.3102734375, 0.4837109375, 0.317255859375, 0.486328125, 0.325986328125, 0.4889453125, 0.332392578125, 0.490400390625, 0.34169921875, 0.492734375, 0.350146484375, 0.4921484375, 0.35625, 0.4921484375, 0.364404296875, 0.492734375, 0.370224609375, 0.491279296875, 0.37662109375, 0.490400390625, 0.380986328125, 0.488662109375, 0.38796875, 0.4869140625, 0.392626953125, 0.4837109375, 0.398447265625, 0.48138671875, 0.403681640625, 0.479345703125, 0.410380859375, 0.477021484375, 0.415615234375, 0.474111328125, 0.421435546875, 0.471201171875, 0.425224609375, 0.46625, 0.42958984375, 0.461015625, 0.433662109375, 0.456650390625, 0.436279296875, 0.452578125, 0.436572265625, 0.448212890625, 0.4339453125, 0.446171875, 0.429873046875, 0.44646484375, 0.427841796875, 0.450830078125, 0.4255078125, 0.45751953125, 0.419404296875, 0.46013671875, 0.41095703125, 0.46072265625, 0.4022265625, 0.462470703125, 0.39466796875, 0.463046875, 0.3853515625, 0.465380859375, 0.376328125, 0.46654296875, 0.366435546875, 0.46654296875, 0.358291015625, 0.46712890625, 0.348974609375, 0.4668359375, 0.3408203125, 0.46357421875, 0.33123046875, 0.462177734375, 0.322783203125, 0.4604296875, 0.3140625, 0.456650390625, 0.309404296875, 0.453154296875, 0.30154296875, 0.447626953125, 0.30736328125, 0.44296875, 0.3134765625, 0.437734375, 0.317841796875, 0.433662109375, 0.32453125, 0.429296875, 0.33123046875, 0.42609375, 0.33908203125, 0.42376953125, 0.34578125, 0.421142578125, 0.353056640625, 0.421142578125, 0.361201171875, 0.4202734375, 0.369052734375, 0.4202734375, 0.375166015625, 0.422314453125, 0.380986328125, 0.424931640625, 0.387392578125, 0.42841796875, 0.392333984375, 0.431328125, 0.3969921875, 0.435693359375, 0.401064453125, 0.44005859375, 0.406015625, 0.4435546875, 0.41095703125, 0.4467578125, 0.4150390625, 0.450244140625, 0.415615234375, 0.45140625, 0.41998046875, 0.456357421875, 0.4234765625, 0.4583984375, 0.4255078125, 0.454033203125, 0.42841796875, 0.447626953125]]"
