landmark,segment_name,category_id,area,region_name,injection_name,injection_point
0,cupids_bow,37,Lips,Cupids Bow,null,FALSE
27,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
28,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
33,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
31,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
35,orbital_oculi,25,Eye,Orbital Oculi,Orbital Oculi 35,FALSE
46,temporalis,34,Temples,Temporalis,null,FALSE
34,temporalis,34,Temples,Temporalis,null,FALSE
21,temporalis,34,Temples,Temporalis,null,FALSE
11,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
12,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
15,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
16,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
17,obicularis_oris,35,Lips,Obicularis Oris,Obicularis Oris 17,FALSE
25,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
7,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
30,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
29,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
38,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
37,vermillion_upper,38,Lips,Vermillion Upper,null,FALSE
39,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
40,zygomaticus_minor,32,Cheek,Zygomaticus Minor,null,FALSE
43,depressor_anguli_oris,6,Chin,Depressor Anguli Oris,Depressor Anguli Oris 43,FALSE
42,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
41,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
32,depressor_anguli_oris,6,Chin,Depressor Anguli Oris,Depressor Anguli Oris 32,FALSE
36,zygomaticus_minor,32,Cheek,Zygomaticus Minor,null,FALSE
50,zygomaticus_minor,32,Cheek,Zygomaticus Minor,null,FALSE
49,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
48,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
45,nose_tip,48,Nose,Nose Tip,null,FALSE
44,dilator_naris_anterior,10,Nose,Dilator Naris Anterior,null,FALSE
20,dilator_naris_anterior,10,Nose,Dilator Naris Anterior,null,FALSE
2,philtral_columns,36,Lips,Philtral Columns,null,FALSE
19,nose_tip,48,Nose,Nose Tip,null,FALSE
1,columella,45,Nose,Columella,null,FALSE
4,dilator_naris_anterior,10,Nose,Dilator Naris Anterior,null,FALSE
5,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
6,radix,47,Nose,Radix,null,FALSE
8,radix,47,Nose,Radix,null,FALSE
9,procerus,28,Nose,Procerus,Procerus 9,FALSE
10,frontalis,11,Forehead,Frontalis,Frontalis 10,FALSE
3,compressor_narium_minor,4,Nose,Compressor Narium Minor,null,FALSE
47,levator_labii_superioris,14,Upper lip,Levator Labii Superioris,null,FALSE
26,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
22,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
23,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
24,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
14,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
18,mentalis,19,Chin,Mentalis,Mentalis 18,FALSE
13,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
62,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
57,risorius,29,Cheek,Risorius,null,FALSE
58,masseter,17,Masseter,Masseter,Masseter 58,FALSE
51,compressor_narium_minor,4,Nose,Compressor Narium Minor,null,FALSE
55,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
60,nasalis_alar,22,Nose,Nasalis Alar,null,FALSE
59,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
64,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
61,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
66,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
63,temporalis,34,Temples,Temporalis,null,FALSE
70,temporalis,34,Temples,Temporalis,null,FALSE
56,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
65,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
52,orbital_oculi,25,Eye,Orbital Oculi,null,FALSE
53,orbiculi_pelperbal,33,Eye,Orbiculi Pelperbal,null,FALSE
68,frontalis,11,Forehead,Frontalis,null,FALSE
54,temporalis,34,Temples,Temporalis,null,FALSE
69,frontalis,11,Forehead,Frontalis,Frontalis 69,FALSE
67,corrugator_supercilii,5,Forehead,Corrugator Supercilii,null,FALSE
94,columella,45,Nose,Columella,null,FALSE
102,nasalis_transverse,21,Nose,Nasalis Transverse,null,FALSE
91,depressor_labii_inferioris,7,Lower lip,Depressor Labii Inferioris,null,FALSE
87,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
146,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
96,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
95,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
90,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
89,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
88,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
80,tubercles_upper,41,Lips,Tubercles Upper,null,FALSE
78,vermillion_lower,39,Lips,Vermillion Lower,null,FALSE
77,tubercles_lower,42,Lower lip,Tubercles Lower,null,FALSE
74,vermillion_upper,38,Lips,Vermillion Upper,null,FALSE
148,mentalis,19,Chin,Mentalis,null,FALSE
125,columella,45,Nose,Columella,null,FALSE
97,obicularis_oris,35,Lips,Obicularis Oris,Obicularis Oris 97,FALSE
99,nasalis_alar,22,Nose,Nasalis Alar,null,FALSE
129,levator_labii_superioris_alaque_nasi,15,Upper lip,Levator Labii Superioris Alaque Nasi,Levator Labii Superioris Alaque Nasi 129,FALSE
75,nasalis_alar,22,Nose,Nasalis Alar,null,FALSE
98,nasalis_alar,22,Nose,Nasalis Alar,null,FALSE
